Name,Gender,Department,Location,BonusRate,Salary,BonusAmount,TotalPaid,Rating
Adolph McNalley,Male,Business Development,Abuja,0.005,"$85,920.",$430.,"$86,350.",Very Poor
Lorain Tew,Female,Business Development,Lagos,0.005,"$71,590.",$358.,"$71,948.",Very Poor
Lissy McCoy,Female,Business Development,Abuja,0.005,"$86,230.",$431.,"$86,661.",Very Poor
Amii Elms,Female,Business Development,Kaduna,0.005,"$53,920.",$270.,"$54,190.",Very Poor
Sharl Bendson,Female,Business Development,Abuja,0.005,"$33,630.",$168.,"$33,798.",Very Poor
Rogers Rosenthaler,Female,Business Development,Lagos,0.005,"$91,190.",$456.,"$91,646.",Very Poor
Van Tuxwell,Female,Business Development,Abuja,0.005,"$80,700.",$404.,"$81,104.",Very Poor
Sarajane Scourge,Female,Business Development,Abuja,0.005,"$58,830.",$294.,"$59,124.",Very Poor
Trix Lutsch,Male,Business Development,Abuja,0.005,"$106,400.",$532.,"$106,932.",Very Poor
Christoph Stretton,Female,Business Development,Abuja,0.005,"$90,240.",$451.,"$90,691.",Very Poor
Addi Studdeard,Female,Product Management,Lagos,0.005,"$72,500.",$362.,"$72,862.",Very Poor
Sharity Brands,Male,Product Management,Abuja,0.005,"$104,080.",$520.,"$104,600.",Very Poor
Eilis Pavlasek,Male,Product Management,Kaduna,0.005,"$115,190.",$576.,"$115,766.",Very Poor
Ancell Moretto,Female,Product Management,Abuja,0.005,"$96,920.",$485.,"$97,405.",Very Poor
Sammy Gantlett,Female,Product Management,Lagos,0.005,"$74,800.",$374.,"$75,174.",Very Poor
Sibyl Dunkirk,Female,Product Management,Kaduna,0.005,"$86,570.",$433.,"$87,003.",Very Poor
Bari Toffano,Male,Product Management,Kaduna,0.005,"$106,780.",$534.,"$107,314.",Very Poor
Corny Linturn,Female,Product Management,Kaduna,0.005,"$47,960.",$240.,"$48,200.",Very Poor
Melva Jickells,Female,Product Management,Lagos,0.005,"$68,800.",$344.,"$69,144.",Very Poor
Bogey Hitcham,Male,Product Management,Lagos,0.005,"$106,170.",$531.,"$106,701.",Very Poor
Adolph Hartin,Male,Product Management,Lagos,0.005,"$89,960.",$450.,"$90,410.",Very Poor
Addi Studdeard,Female,Product Management,Abuja,0.005,"$72,500.",$362.,"$72,862.",Very Poor
Mabel Orrow,Male,Product Management,Abuja,0.005,"$31,240.",$156.,"$31,396.",Very Poor
Lezlie Balmann,Male,Product Management,Kaduna,0.005,"$112,460.",$562.,"$113,022.",Very Poor
Ansley Gounel,Female,Product Management,Abuja,0.005,"$38,440.",$192.,"$38,632.",Very Poor
Althea Bronger,Male,Product Management,Kaduna,0.005,"$104,340.",$522.,"$104,862.",Very Poor
Denni Wiggans,Male,Product Management,Lagos,0.005,"$81,220.",$406.,"$81,626.",Very Poor
Tarrah Wordsworth,Female,Product Management,Abuja,0.005,"$86,340.",$432.,"$86,772.",Very Poor
Shellysheldon Mahady,Male,Training,Lagos,0.005,"$114,690.",$573.,"$115,263.",Very Poor
Christopher Kezourec,Male,Training,Kaduna,0.005,"$55,310.",$277.,"$55,587.",Very Poor
Michaella Perri,Male,Training,Lagos,0.005,"$75,320.",$377.,"$75,697.",Very Poor
Mackenzie Hannis,Female,Training,Abuja,0.005,"$57,000.",$285.,"$57,285.",Very Poor
Lindy Guillet,Male,Training,Abuja,0.005,"$112,780.",$564.,"$113,344.",Very Poor
Georg Dinnage,Male,Training,Kaduna,0.005,"$88,330.",$442.,"$88,772.",Very Poor
Diarmid Alman,Female,Training,Abuja,0.005,"$98,200.",$491.,"$98,691.",Very Poor
Thekla Lynnett,Male,Training,Lagos,0.005,"$53,950.",$270.,"$54,220.",Very Poor
Virge Garfield,Male,Training,Abuja,0.005,"$110,890.",$554.,"$111,444.",Very Poor
Dael Bugge,Male,Training,Lagos,0.005,"$62,690.",$313.,"$63,003.",Very Poor
Mick Titman,Male,Training,Lagos,0.005,"$105,330.",$527.,"$105,857.",Very Poor
Miguel Woolner,Male,Training,Kaduna,0.005,"$51,740.",$259.,"$51,999.",Very Poor
Krystal Lambswood,Female,Training,Kaduna,0.005,"$41,600.",$208.,"$41,808.",Very Poor
Jacklyn Andrioletti,Female,Training,Abuja,0.005,"$86,990.",$435.,"$87,425.",Very Poor
Rey Chartman,Female,Training,Kaduna,0.005,"$93,960.",$470.,"$94,430.",Very Poor
Freddy Linford,Female,Training,Kaduna,0.005,"$93,130.",$466.,"$93,596.",Very Poor
Jeane Bermingham,Male,Research and Development,Kaduna,0.005,"$116,980.",$585.,"$117,565.",Very Poor
Stormy Church,Male,Research and Development,Lagos,0.005,"$29,880.",$149.,"$30,029.",Very Poor
Amaleta Baltzar,Male,Research and Development,Lagos,0.005,"$70,080.",$350.,"$70,430.",Very Poor
Calvin O'Carroll,Female,Research and Development,Kaduna,0.005,"$44,450.",$222.,"$44,672.",Very Poor
Shea Mix,Male,Research and Development,Lagos,0.005,"$82,680.",$413.,"$83,093.",Very Poor
Benni Simounet,Male,Research and Development,Lagos,0.005,"$115,790.",$579.,"$116,369.",Very Poor
Murry Dryburgh,Male,Research and Development,Kaduna,0.005,"$69,070.",$345.,"$69,415.",Very Poor
Laura Gomar,Female,Research and Development,Lagos,0.005,"$36,860.",$184.,"$37,044.",Very Poor
Larry Pioch,Male,Research and Development,Abuja,0.005,"$49,670.",$248.,"$49,918.",Very Poor
Issy McLevie,Male,Research and Development,Kaduna,0.005,"$84,940.",$425.,"$85,365.",Very Poor
Addia Penwright,Male,Research and Development,Abuja,0.005,"$28,130.",$141.,"$28,271.",Very Poor
Romona Dimmne,Female,Research and Development,Kaduna,0.005,"$48,250.",$241.,"$48,491.",Very Poor
Shelbi Aldin,Female,Research and Development,Abuja,0.005,"$40,910.",$205.,"$41,115.",Very Poor
Bert Yaakov,Male,Research and Development,Kaduna,0.005,"$72,040.",$360.,"$72,400.",Very Poor
Ruby Cracie,Male,Research and Development,Kaduna,0.005,"$78,710.",$394.,"$79,104.",Very Poor
Kerwin Blakely,Male,Research and Development,Lagos,0.005,"$68,480.",$342.,"$68,822.",Very Poor
Calvin O'Carroll,Female,Research and Development,Abuja,0.005,"$44,450.",$222.,"$44,672.",Very Poor
Shanon Deverell,Female,Research and Development,Lagos,0.005,"$78,180.",$391.,"$78,571.",Very Poor
Ashien Gallen,Female,Research and Development,Abuja,0.005,"$115,080.",$575.,"$115,655.",Very Poor
Gino Groome,Female,Research and Development,Lagos,0.005,"$60,440.",$302.,"$60,742.",Very Poor
Lonny Caen,Female,Research and Development,Lagos,0.005,"$35,980.",$180.,"$36,160.",Very Poor
Merrilee Plenty,Female,Research and Development,Abuja,0.005,"$87,620.",$438.,"$88,058.",Very Poor
Archibald Filliskirk,Male,Research and Development,Abuja,0.005,"$40,400.",$202.,"$40,602.",Very Poor
Kaine Padly,Male,Research and Development,Abuja,0.005,"$107,700.",$538.,"$108,238.",Very Poor
Brien Boise,Female,Research and Development,Kaduna,0.005,"$58,100.",$290.,"$58,390.",Very Poor
Leonidas Cavaney,Male,Accounting,Kaduna,0.005,"$52,250.",$261.,"$52,511.",Very Poor
Clemmie Hebblewaite,Male,Services,Kaduna,0.005,"$54,130.",$271.,"$54,401.",Very Poor
Karlen McCaffrey,Female,Services,Kaduna,0.005,"$71,230.",$356.,"$71,586.",Very Poor
Jacobo Lasham,Female,Services,Kaduna,0.005,"$51,320.",$257.,"$51,577.",Very Poor
Inge Creer,Female,Services,Lagos,0.005,"$69,060.",$345.,"$69,405.",Very Poor
Berna Dubery,Male,Services,Kaduna,0.005,"$69,730.",$349.,"$70,079.",Very Poor
Chas Happel,Female,Services,Kaduna,0.005,"$30,940.",$155.,"$31,095.",Very Poor
Cindi McDuffy,Female,Services,Abuja,0.005,"$87,930.",$440.,"$88,370.",Very Poor
Katey Cadany,Male,Services,Abuja,0.005,"$92,010.",$460.,"$92,470.",Very Poor
Grover Cooksey,Male,Services,Kaduna,0.005,"$74,620.",$373.,"$74,993.",Very Poor
Fred Dudeney,Male,Services,Lagos,0.005,"$88,690.",$443.,"$89,133.",Very Poor
Jolynn Behnecken,Female,Services,Kaduna,0.005,"$85,180.",$426.,"$85,606.",Very Poor
Giselbert Newlands,Male,Services,Abuja,0.005,"$47,650.",$238.,"$47,888.",Very Poor
Hilliary Roarty,Male,Services,Kaduna,0.005,"$104,770.",$524.,"$105,294.",Very Poor
Lamar Blewitt,Male,Services,Lagos,0.005,"$41,910.",$210.,"$42,120.",Very Poor
Burtie Moulden,Female,Services,Lagos,0.005,"$116,220.",$581.,"$116,801.",Very Poor
Petey Probey,Male,Services,Kaduna,0.005,"$31,630.",$158.,"$31,788.",Very Poor
Collin Jagson,Male,Services,Abuja,0.005,"$100,420.",$502.,"$100,922.",Very Poor
Barny Fairweather,Male,Marketing,Lagos,0.005,"$77,130.",$386.,"$77,516.",Very Poor
Nanice Boatwright,Male,Marketing,Abuja,0.005,"$105,870.",$529.,"$106,399.",Very Poor
Esmaria Denecamp,Male,Marketing,Kaduna,0.005,"$48,980.",$245.,"$49,225.",Very Poor
Irena Trousdell,Female,Marketing,Kaduna,0.005,"$29,530.",$148.,"$29,678.",Very Poor
Kath Bletsoe,Male,Marketing,Abuja,0.005,"$65,700.",$328.,"$66,028.",Very Poor
Orlando Gorstidge,Male,Marketing,Lagos,0.005,"$40,750.",$204.,"$40,954.",Very Poor
Adi Seawright,Female,Marketing,Kaduna,0.005,"$48,590.",$243.,"$48,833.",Very Poor
Zach Polon,Male,Marketing,Kaduna,0.005,"$53,540.",$268.,"$53,808.",Very Poor
Daryn Kniveton,Female,Marketing,Lagos,0.005,"$108,390.",$542.,"$108,932.",Very Poor
Kienan Epinay,Male,Marketing,Kaduna,0.005,"$91,120.",$456.,"$91,576.",Very Poor
Thedrick Rogeon,Male,Marketing,Kaduna,0.005,"$110,950.",$555.,"$111,505.",Very Poor
Lark Ironmonger,Male,Marketing,Abuja,0.005,"$85,780.",$429.,"$86,209.",Very Poor
Joey Keedwell,Female,Marketing,Kaduna,0.005,"$107,440.",$537.,"$107,977.",Very Poor
Julian Andrassy,Female,Marketing,Lagos,0.005,"$113,980.",$570.,"$114,550.",Very Poor
Sarajane Peachey,Female,Marketing,Abuja,0.005,"$107,580.",$538.,"$108,118.",Very Poor
